Date,Close,High,Low,Open,Volume,Symbol
2022-05-04,163.37278747558594,163.82544428980776,156.7205671988061,157.12403328379716,108256500,AAPL
2022-05-05,154.27029418945312,161.46373326041538,152.47930702556806,161.23740483289234,130525300,AAPL
2022-05-06,154.99954223632812,157.12822726592017,151.94448418251287,153.74795219056614,116124600,AAPL
2022-05-09,149.85523986816406,153.5705818622736,149.29351226682695,152.68362217522588,131577900,AAPL
2022-05-10,152.26968383789062,154.46736088090017,150.71259117184084,153.26504901265346,115366700,AAPL
2022-05-11,144.3758544921875,153.1960828683304,143.6958565940324,151.27435948498825,142689800,AAPL
2022-05-12,140.49298095703125,144.08020299470905,136.78750364436277,140.6999427258126,182602000,AAPL
2022-05-13,144.9770050048828,145.95265608735048,141.03500230205145,142.49353909158592,113990900,AAPL
2022-05-16,143.4297637939453,145.38106598701418,142.08948225415682,143.43962842487466,86643800,AAPL
2022-05-17,147.07614135742188,147.5984555661727,144.55324673702833,146.70164625018603,78336300,AAPL
2022-05-18,138.77821350097656,145.2233813560545,137.87153963890293,144.72078142086878,109742900,AAPL
2022-05-19,135.35853576660156,139.6060416476657,134.6194101946053,137.85185149313176,136095600,AAPL
2022-05-20,135.59503173828125,138.65993938193793,130.68724267872005,137.07328272324338,137426100,AAPL
2022-05-23,141.03501892089844,141.1828380246541,135.65417798096212,135.79214749031698,117726300,AAPL
2022-05-24,138.32485961914062,139.9115161270146,135.33879411636306,138.76833186496543,104132700,AAPL
2022-05-25,138.48255920410156,139.73413423560646,136.33415991086508,136.42285136269513,92482700,AAPL
2022-05-26,141.69528198242188,142.2471599393567,135.1515582804655,135.3979334424933,90601500,AAPL
2022-05-27,147.47030639648438,147.50971980321964,143.15380903801713,143.28192892561134,90978500,AAPL
2022-05-31,146.68191528320312,148.47553371046925,144.71091395436392,146.9085912630533,103718400,AAPL
2022-06-01,146.5538330078125,149.5398992781837,145.53875333248308,147.7265663476628,74286600,AAPL
2022-06-02,149.01756286621094,149.07669050037924,144.73062893844732,145.68656579095972,72348100,AAPL
2022-06-03,143.27210998535156,145.82455342819665,142.36545106101252,144.770060362495,88570300,AAPL
2022-06-06,144.02105712890625,146.41583140720172,142.799030970996,144.89815206168706,71598400,AAPL
2022-06-07,146.5538330078125,146.83962162801657,142.01067364318868,142.25704884726255,67808200,AAPL
2022-06-08,145.814697265625,147.69699226544608,145.3219468917094,146.42570291726497,53950200,AAPL
2022-06-09,140.57180786132812,145.80481374848975,140.4634021916062,144.94743302094574,69473000,AAPL
2022-06-10,135.14170837402344,138.71906549283727,135.07271611079338,138.2460293933542,91437900,AAPL
2022-06-13,129.96783447265625,133.23968891028474,129.53421176750797,130.94347052169286,122207100,AAPL
2022-06-14,130.8350830078125,131.9487037426672,129.5736431654767,131.1997285355144,84784300,AAPL
2022-06-15,133.46633911132812,135.3486488673454,130.24376297463832,132.34286902822936,91533000,AAPL
2022-06-16,128.17422485351562,130.47044340040713,127.16900988024103,130.16494057459525,108123900,AAPL
2022-06-17,129.6524658203125,131.15043105016284,127.92783964673345,128.18407944512376,134520300,AAPL
2022-06-21,133.89996337890625,135.07271151353063,131.3869488476208,131.48548988632155,81000500,AAPL
2022-06-22,133.38751220703125,135.7625572241762,131.96838893721528,132.83561923956722,73409200,AAPL
2022-06-23,136.2651824951172,136.58053489148253,133.66346131552876,134.83620952437622,72433800,AAPL
2022-06-24,139.60606384277344,139.85243907260855,137.7434677067221,137.8715726007019,89116800,AAPL
2022-06-27,139.60606384277344,141.40953232967246,138.92606580242045,140.63097818236517,70207900,AAPL
2022-06-28,135.4472198486328,141.34050987783795,135.32896457557,140.06922057977073,67083400,AAPL
2022-06-29,137.2112579345703,138.63038134531047,134.6883785543866,135.46693252662052,66242400,AAPL
2022-06-30,134.73765563964844,136.36372576433453,131.8304316095035,135.25996980273172,98964500,AAPL
2022-07-01,136.91561889648438,137.024024585963,133.6930421082137,134.06752218659983,71051600,AAPL
2022-07-05,139.50746154785156,139.5567395850138,134.9445889899598,135.77242091666662,73353800,AAPL
2022-07-06,140.84774780273438,142.03034554759492,139.03443025811183,139.30051963790794,74064300,AAPL
2022-07-07,144.22804260253906,144.42513974752345,141.20254804373226,141.2123976378396,66253700,AAPL
2022-07-08,144.9080047607422,145.4106197017086,142.89759010951482,143.1538148575739,64547800,AAPL
2022-07-11,142.7694854736328,144.51382597051048,141.69529329047643,143.55788906254995,63141600,AAPL
2022-07-12,143.74513244628906,146.29757564571045,142.946879286725,143.6465763614465,77588800,AAPL
2022-07-13,143.38050842285156,144.3265807145126,140.0593606954875,140.91675656689353,71185600,AAPL
2022-07-14,146.31729125976562,146.79032738889836,141.17297636311127,141.99094375492155,78140700,AAPL
2022-07-15,147.99261474609375,148.67261252680902,146.05117747327142,147.60827013580402,76259900,AAPL
2022-07-18,144.9375762939453,149.37232886647305,144.57293085689554,148.55436158747918,81420900,AAPL
2022-07-19,148.81060791015625,149.0372688640094,144.77991359630315,145.77526390456921,82982400,AAPL
2022-07-20,150.8209991455078,151.49114734609626,148.18971445377295,148.92883987406518,64823400,AAPL
2022-07-21,153.0975341796875,153.3143455287886,149.73697330616696,152.25985260020167,65086600,AAPL
2022-07-22,151.85577392578125,154.01402250481192,151.18564077957626,153.13692762960554,66675400,AAPL
2022-07-25,150.73231506347656,152.79200772624299,150.07203146028309,151.77694330248553,53623900,AAPL
2022-07-26,149.40188598632812,150.87027214829726,148.613482556807,150.05230490595423,55138700,AAPL
2022-07-27,154.5166473388672,155.04882613514658,149.95378934695273,150.36769783431046,78620700,AAPL
2022-07-28,155.0685272216797,155.35431578247076,152.17115301810267,154.70388176992367,81378700,AAPL
2022-07-29,160.15371704101562,161.257488076031,157.1873652790473,158.90214195015406,101786900,AAPL
2022-08-01,159.168212890625,161.2180561543135,158.55720726769144,158.6754625398599,67829400,AAPL
2022-08-02,157.6899871826172,160.05519826896008,157.31550708138062,157.77869368854797,59907000,AAPL
2022-08-03,163.7212371826172,164.17455908657996,158.41923856963987,158.50793002421338,82507500,AAPL
2022-08-04,163.40586853027344,164.76586430720064,162.04587275334626,163.60296566260632,55474100,AAPL
2022-08-05,163.1788787841797,163.67231353700947,160.85972942250632,161.0669786444056,56697000,AAPL
2022-08-08,162.7052001953125,165.60659947941937,162.04399931317954,164.18550472324978,60276900,AAPL
2022-08-09,162.75453186035156,163.6427235312398,161.10646144310655,161.86635524789833,63135500,AAPL
2022-08-10,167.017822265625,167.11650019395563,164.7085358778416,165.4782929876242,70170500,AAPL
2022-08-11,166.27764892578125,168.7448226972921,165.98158506151321,167.82702622390457,57149200,AAPL
2022-08-12,169.84027099609375,169.9093440404782,167.1757109224635,167.59020942251294,68039400,AAPL
2022-08-15,170.9159393310547,171.1133102288565,169.10010297778325,169.2678689938365,54091700,AAPL
2022-08-16,170.758056640625,171.4291358420734,169.40605002056787,170.5113392247935,56377100,AAPL
2022-08-17,172.2581024169922,173.83708484024334,170.30410470369227,170.50147562429416,79542000,AAPL
2022-08-18,171.8633270263672,172.60347919281742,170.84685258911696,171.46858522763415,62290100,AAPL
2022-08-19,169.26785278320312,171.45870417338608,169.06060357237703,170.75802023609415,70346300,AAPL
2022-08-22,165.3697509765625,167.62967580149297,164.94538920566245,167.461909771558,69026800,AAPL
2022-08-23,165.0342254638672,166.4948035482237,164.46183919704166,164.88620102349742,54147100,AAPL
2022-08-24,165.33026123046875,165.90264739975865,164.06706935977206,165.12302704926418,53841500,AAPL
2022-08-25,167.7974395751953,167.9059958352742,166.13950584864693,166.56385255540565,51218200,AAPL
2022-08-26,161.47161865234375,168.8040684970926,161.41240887853596,168.33037524819332,78961000,AAPL
2022-08-29,159.26101684570312,160.76104775775735,157.72150271792214,159.0340260013609,73314000,AAPL
2022-08-30,156.82345581054688,160.42552392043874,155.64907854678992,160.00117720950024,77906200,AAPL
2022-08-31,155.15562438964844,158.47150652042689,155.07667302243541,158.2050475383872,87991100,AAPL
2022-09-01,155.88592529296875,156.3398768664933,152.6391159459931,154.58325022090398,74229900,AAPL
2022-09-02,153.76416015625,158.25442014549628,152.93519325134068,157.6524290472663,76957800,AAPL
2022-09-06,152.50096130371094,155.02734512371137,151.67199443622994,154.41549077748996,73714800,AAPL
2022-09-07,153.9121551513672,154.61282397854038,151.5930060846802,152.787124660352,87449600,AAPL
2022-09-08,152.43190002441406,154.30694642534044,150.6752581099915,152.6095293418246,84923800,AAPL
2022-09-09,155.3036346435547,155.74773792597443,152.71804160121783,153.42858878297076,68028800,AAPL
2022-09-12,161.28408813476562,162.10319169268726,157.20832701154205,157.49451256385936,104956000,AAPL
2022-09-13,151.82000732421875,158.4320302699307,151.35617743298022,157.80043436290458,122656600,AAPL
2022-09-14,153.27072143554688,155.037226524522,151.5930460586156,152.75754500619573,87965400,AAPL
2022-09-15,150.36932373046875,153.2016498653033,149.39233241450626,152.61938532747467,90481100,AAPL
2022-09-16,148.7212371826172,149.36271142090462,146.4218293394224,149.22455028716234,162278800,AAPL
2022-09-19,152.45159912109375,152.53055048964774,147.14225134713436,147.34948551345897,81474200,AAPL
2022-09-20,154.83984375,156.0043577800845,151.07000947628035,151.38579993733708,107689800,AAPL
2022-09-21,151.70159912109375,156.6556888275703,151.5831795854477,155.27406232514645,101696800,AAPL
2022-09-22,150.7344512939453,152.44173129494766,148.92847832058902,150.37917767527796,86652500,AAPL
2022-09-23,148.4547882080078,149.48114103515752,146.60934685596038,149.20481874902532,96029900,AAPL
2022-09-26,148.79031372070312,151.75092212100176,147.67514640455875,147.6948880102553,93339400,AAPL
2022-09-27,149.767333984375,152.68847479986027,147.98110231146464,150.734477091982,84442700,AAPL
2022-09-28,147.87252807617188,148.6620267188795,142.93818038229188,145.7014181025515,146691400,AAPL
2022-09-29,140.60919189453125,144.79352488091232,138.8328234069904,144.1816704801514,128138200,AAPL
2022-09-30,136.3853759765625,141.2210460611346,136.18800506786133,139.42493615755308,124925300,AAPL
2022-10-03,140.57957458496094,141.1914439900878,135.88208060719077,136.39525702678367,114311700,AAPL
2022-10-04,144.18167114257812,144.30009068947933,142.36581942561767,143.125713321253,87830100,AAPL
2022-10-05,144.4777069091797,145.44484998263232,141.13221948664446,142.17831393701783,79471000,AAPL
2022-10-06,143.5204315185547,145.60272687269935,143.31319734564778,143.8954467664891,68402200,AAPL
2022-10-07,138.2505645751953,141.22105183590455,137.61896860646343,140.6683921871329,85925600,AAPL
2022-10-10,138.57623291015625,140.0269324842531,136.75053311295184,138.57623291015625,74899000,AAPL
2022-10-11,137.15512084960938,139.49401183769913,136.40510543994947,138.06303899554518,77033700,AAPL
2022-10-12,136.52352905273438,138.51700974724292,136.3458997629281,137.30316442493086,70433700,AAPL
2022-10-13,141.11248779296875,141.7046005106399,132.6056617056489,133.21753108987443,113224000,AAPL
2022-10-14,136.56301879882812,142.62239748423457,136.37551116721934,142.41514824444727,88598000,AAPL
2022-10-17,140.54010009765625,141.02365655306738,138.4281998048671,139.21769847828358,85250900,AAPL
2022-10-18,141.8625030517578,144.77376532008952,138.76373315265158,143.57966155321216,99136600,AAPL
2022-10-19,141.9710693359375,143.04675364711534,139.64205634508835,139.8295639891064,61758300,AAPL
2022-10-20,141.50723266601562,143.97440668910568,140.77694373414428,141.14209572929755,64522000,AAPL
2022-10-21,145.33628845214844,145.90867462024406,140.7769407155068,140.99405322955806,86548600,AAPL
2022-10-24,147.48765563964844,148.2574127069579,144.08295860217441,145.25733581108966,75981900,AAPL
2022-10-25,150.3397216796875,150.48776116501867,147.39885428402872,148.1192649256449,74732300,AAPL
2022-10-26,147.38897705078125,149.9943121264643,146.09616525843597,148.9778376688811,88194300,AAPL
2022-10-27,142.89871215820312,147.09290769599798,142.2375113745511,146.12577976482095,109180200,AAPL
2022-10-28,153.69508361816406,155.43196876876547,145.87907785280416,146.25407807739884,164762400,AAPL
2022-10-31,151.3265838623047,152.2147755550462,149.92523080942135,151.1489545588176,97943200,AAPL
2022-11-01,148.6719207763672,153.40889855498966,147.17188960891258,153.04376156873835,80379300,AAPL
2022-11-02,143.12570190429688,150.17195049314788,143.09609701993313,146.9942290649959,93604600,AAPL
2022-11-03,137.0564727783203,140.9250003088778,136.9281748948541,140.19471128840124,97918500,AAPL
2022-11-04,136.78955078125,141.03023754059535,132.83552430474884,140.456901891493,140814800,AAPL
2022-11-07,137.32334899902344,137.55070131674174,134.1107022229699,135.53415428478314,83374600,AAPL
2022-11-08,137.8966827392578,139.80449340378325,135.90978972981833,138.79622744381308,89908500,AAPL
2022-11-09,133.31988525390625,136.95759752003397,133.0431046023265,136.90816917152026,74917800,AAPL
2022-11-10,145.18194580078125,145.18194580078125,137.89665767367404,139.61666442522355,118854000,AAPL
2022-11-11,147.9794464111328,148.28588106740983,142.71070401695297,144.1440507641814,93979700,AAPL
2022-11-14,146.5757598876953,148.5527731206919,145.73552323030617,147.25783186642536,73374100,AAPL
2022-11-15,148.31552124023438,151.8247226304383,146.85253571913623,150.47047343692662,89868300,AAPL
2022-11-16,147.07989501953125,148.14748399123684,145.5971350727314,147.41599873753398,64218300,AAPL
2022-11-17,148.98776245117188,149.73902227157794,144.47027863942617,144.7470593671241,80389400,AAPL
2022-11-18,149.55116271972656,150.94496070019653,148.246341800127,150.5594437144723,74829600,AAPL
2022-11-21,146.308837890625,148.64171377425836,146.02217764966258,148.43413586128153,58724100,AAPL
2022-11-22,148.45391845703125,148.6911654782662,145.24127190945183,146.42749193221246,51804100,AAPL
2022-11-23,149.33370971679688,150.08496935516192,147.62358231947215,147.73231865639212,58301400,AAPL
2022-11-25,146.40771484375,147.16886915801885,145.4290878682615,146.6054131493823,35195900,AAPL
2022-11-28,142.56243896484375,144.95462339373816,141.73209694821898,143.47186332830165,69246000,AAPL
2022-11-29,139.5474853515625,143.14564904140522,138.73691772229893,142.6316213475949,83763800,AAPL
2022-11-30,146.3286590576172,147.01073115671917,138.93463248466975,139.77485420692707,111380900,AAPL
2022-12-01,146.60543823242188,147.41602103263662,144.92497972191345,146.50659660440166,71250400,AAPL
2022-12-02,146.1111602783203,146.29897894842466,143.9759823709456,144.28243209151336,65447400,AAPL
2022-12-05,144.94476318359375,149.1854509024183,144.09464669546585,146.0716603810268,68826400,AAPL
2022-12-06,141.26748657226562,145.60703008872727,140.28885957535718,145.3796777864446,64727200,AAPL
2022-12-07,139.32012939453125,141.72219330934035,138.39093073198447,140.55576270463825,69721100,AAPL
2022-12-08,141.01046752929688,141.87047857115377,139.47829428917862,140.7238072376209,62128300,AAPL
2022-12-09,140.526123046875,143.89693468072133,139.28059488984613,140.70404702164143,76097000,AAPL
2022-12-12,142.82933044433594,142.83921008074833,139.4387448115005,141.0598951045821,70462700,AAPL
2022-12-13,143.79806518554688,148.24634516014598,142.58220621584587,147.78174582279246,93886200,AAPL
2022-12-14,141.5640411376953,144.9743859949628,139.5375995292449,143.67944472283807,82291200,AAPL
2022-12-15,134.93116760253906,140.17025624774567,134.46656823635524,139.48818419596876,98931900,AAPL
2022-12-16,132.96405029296875,136.06796118297987,132.19301616053025,135.11900305847902,160156900,AAPL
2022-12-19,130.8486328125,133.64610870665976,129.81071279854106,133.55714671976315,79592600,AAPL
2022-12-20,130.7794189453125,131.71849714656037,128.39711455138564,129.87987436917055,77432800,AAPL
2022-12-21,133.89320373535156,135.23757319201226,131.22423917558152,131.45159144947942,85928000,AAPL
2022-12-22,130.71022033691406,133.0134424692819,128.802409885042,132.80586453500828,77852100,AAPL
2022-12-23,130.34449768066406,130.8980590346716,128.150011539123,129.4152989435447,63814900,AAPL
2022-12-27,128.53553771972656,129.89968192747375,127.24059622786994,129.87002793021114,69007800,AAPL
2022-12-28,124.59137725830078,129.52402325835672,124.42333294025542,128.17965363057965,85438400,AAPL
2022-12-29,128.12034606933594,128.9803420184741,126.26195630324504,126.51896259932623,75703700,AAPL
2022-12-30,128.43666076660156,128.45643512279935,125.9654017030859,126.93414153068441,77034200,AAPL
2023-01-03,123.63251495361328,129.39550245721088,122.74285754273936,128.78263321771394,112117500,AAPL
2023-01-04,124.9076919555664,127.18126010449132,123.64240474081771,125.43159923588829,89113600,AAPL
2023-01-05,123.5831069946289,126.30150047855705,123.32610067708713,125.66885678017948,80962700,AAPL
2023-01-06,128.13021850585938,128.79251610668766,123.45458659001618,124.56171667837158,87754700,AAPL
2023-01-09,128.6541290283203,131.87667022454877,128.39712274020837,128.9704583829939,70790800,AAPL
2023-01-10,129.2274627685547,129.7513700565325,126.64745995571087,128.76286346285156,63896200,AAPL
2023-01-11,131.9557647705078,131.9755240444425,128.9605906771462,129.74150433319187,69458900,AAPL
2023-01-12,131.87667846679688,132.71690008626126,129.92931912019301,132.34127780837738,71379600,AAPL
2023-01-13,133.21116638183594,133.36933108444634,130.14680445669435,130.51254713349172,57809700,AAPL
2023-01-17,134.37759399414062,135.7120688975574,132.5883994032112,133.28035102906594,63646600,AAPL
2023-01-18,133.65597534179688,137.01689153014115,133.47803632197883,135.24747146776636,69672800,AAPL
2023-01-19,133.7152862548828,134.6840184578663,132.23252641864943,132.5389610381249,58280400,AAPL
2023-01-20,136.285400390625,136.4336854309728,132.67735732670167,133.72517191147224,80223600,AAPL
2023-01-23,139.48818969726562,141.67279627654958,136.3150763566329,136.5325490508029,81760300,AAPL
2023-01-24,140.89183044433594,141.51459436693844,138.68746516946817,138.69734480445425,66435100,AAPL
2023-01-25,140.2295684814453,140.79300948686725,137.21461987031523,139.2707157250627,65799300,AAPL
2023-01-26,142.30540466308594,142.59206491599028,140.26906857030244,141.52447606882814,54105100,AAPL
2023-01-27,144.2527618408203,145.5378234459024,141.43552706245464,141.51460940098116,70555800,AAPL
2023-01-30,141.3564453125,143.87714018615392,141.208175354279,143.29392490593287,64015300,AAPL
2023-01-31,142.63160705566406,142.68103540109175,140.64471427014323,141.05988522159177,65874500,AAPL
2023-02-01,143.75851440429688,144.92496009089808,139.69576656602072,142.31530314667881,77663600,AAPL
2023-02-02,149.0865936279297,149.44244157391893,146.46704171932092,147.18864741549214,118339000,AAPL
2023-02-03,152.72425842285156,155.57116204732878,146.13092169771272,146.32861998643196,154357300,AAPL
2023-02-06,149.98611450195312,151.3403789118004,149.04703617157855,150.81647157748358,69858300,AAPL
2023-02-07,152.87255859375,153.4458943027817,148.9086520667493,148.9086520667493,83322600,AAPL
2023-02-08,150.17393493652344,152.80336635897712,149.43255491704016,152.11141469080906,64120100,AAPL
2023-02-09,149.13600158691406,152.55624141902396,148.6911765868534,152.0125597152097,56007100,AAPL
2023-02-10,149.50230407714844,149.8290111554016,147.73018216274517,147.9677914305051,57450700,AAPL
2023-02-13,152.31399536132812,152.71989051429622,149.41324009808477,149.44293937497395,62199000,AAPL
2023-02-14,151.67044067382812,152.23475701699866,149.35380697400552,150.60122163396125,61707600,AAPL
2023-02-15,153.7791748046875,153.94747569846558,151.3536388197947,151.58133825179516,65573800,AAPL
2023-02-16,152.17538452148438,154.76922192300503,151.81897811386384,151.97736921223628,68167900,AAPL
2023-02-17,151.0269317626953,151.47243590583543,149.34390771836374,150.8289315997935,59144100,AAPL
2023-02-21,146.99757385253906,149.78942626925934,146.92828058675818,148.7004026088836,58867200,AAPL
2023-02-22,147.42327880859375,148.4528887502369,145.69075089528818,147.3836697109664,51011300,AAPL
2023-02-23,147.90835571289062,148.83897298969475,145.76993304792467,148.59146903762738,48394200,AAPL
2023-02-24,145.24526977539062,145.7204732771764,144.26514839066343,145.6412701758043,55469600,AAPL
2023-02-27,146.44317626953125,147.68069636554856,145.97786750491304,146.23528135301038,44998500,AAPL
2023-02-28,145.93826293945312,147.59158785522064,145.36405184371336,145.58185657335414,50547000,AAPL
2023-03-01,143.85922241210938,145.76005131760687,143.56221459109048,145.3640509605452,55479000,AAPL
2023-03-02,144.45323181152344,145.24524759786468,142.46329007120497,142.93850860687647,52238100,AAPL
2023-03-03,149.52210998535156,149.6013130753249,145.85905393614254,146.56195681168307,70732300,AAPL
2023-03-06,152.2941436767578,154.7394840935164,151.92784263752011,152.2545345821982,87558000,AAPL
2023-03-07,150.08641052246094,152.49214181283335,149.62110185942342,152.16543476603405,56182000,AAPL
2023-03-08,151.34373474121094,151.93775035888638,150.31412479121082,151.28433620073233,47204800,AAPL
2023-03-09,149.0865020751953,152.99706215582498,148.73009571987657,152.02685072996366,53833600,AAPL
2023-03-10,147.01734924316406,149.43299026055394,146.1362357677826,148.71028294188977,68572400,AAPL
2023-03-13,148.9676971435547,151.6110378452132,146.2253488070177,146.33425116280637,84457100,AAPL
2023-03-14,151.06655883789062,151.86846949245864,148.6014283229515,149.76964011443394,73695900,AAPL
2023-03-15,151.4625244140625,151.71992308668965,148.42316862217967,149.6804929323757,77167900,AAPL
2023-03-16,154.29397583007812,154.89788610113325,150.1260024664939,150.64081493684654,76161100,AAPL
2023-03-17,153.4524688720703,155.17510202547024,152.7396561952458,154.52168788730708,98944600,AAPL
2023-03-20,155.8284912109375,156.24431116818113,152.61093964757077,153.52176753764005,73641400,AAPL
2023-03-21,157.6897430419922,157.80854012474336,154.97709383642948,155.7493201936468,73938300,AAPL
2023-03-22,156.25421142578125,160.52117754091816,156.2344068779623,157.70953600837723,75701800,AAPL
2023-03-23,157.34320068359375,159.9370522998922,156.10568095844206,157.24420816944678,67622100,AAPL
2023-03-24,158.65005493164062,158.73915274100096,156.27402271003157,157.27393337455686,59196500,AAPL
2023-03-27,156.69972229003906,159.1648674270664,156.29381212775743,158.34315238139064,52390300,AAPL
2023-03-28,156.07601928710938,156.90764422361815,154.4226943488484,156.39283166414998,45992200,AAPL
2023-03-29,159.1648712158203,159.44207447801494,157.75905035570605,157.77883979840226,51305700,AAPL
2023-03-30,160.73899841308594,160.84790077737682,159.659884598305,159.9172833200629,49501700,AAPL
2023-03-31,163.2536163330078,163.35262396586768,160.29347845168977,160.8181856716707,68749800,AAPL
2023-04-03,164.51097106933594,164.62976816550022,162.5804427244333,162.62994654998397,56976200,AAPL
2023-04-04,163.97633361816406,165.1742443629799,163.461521135219,164.93665022196166,46278300,AAPL
2023-04-05,162.125,163.40212898364032,160.1845772758085,163.0952264685397,51511700,AAPL
2023-04-06,163.0160369873047,163.3130448064106,160.38259082111486,160.80829044689202,45390100,AAPL
2023-04-10,160.4122772216797,160.4122772216797,158.48174921205518,159.80836691031573,47716900,AAPL
2023-04-11,159.19456481933594,160.7389872555695,158.90745173956898,160.72909253457362,47644200,AAPL
2023-04-12,158.5015869140625,160.4420100503803,158.18477450444897,159.61040013481554,50133100,AAPL
2023-04-13,163.9070587158203,164.1446680117871,159.80839277568336,160.0163027979601,68445600,AAPL
2023-04-14,163.56053161621094,164.6594498569072,162.18441013519882,162.9467114928456,49386500,AAPL
2023-04-17,163.580322265625,163.73872843453088,162.39230621171848,163.4417206444433,41516200,AAPL
2023-04-18,164.80795288085938,165.73857027099072,163.99613256812546,164.4416518212544,49923000,AAPL
2023-04-19,165.9563751220703,166.48108235627174,163.8872303481945,164.14464415802902,47720200,AAPL
2023-04-20,164.9861297607422,166.1939502652675,163.9070161464107,164.43172332058813,52456400,AAPL
2023-04-21,163.3724365234375,164.78815208279067,162.8477292777316,163.40213579346278,58337300,AAPL
2023-04-24,163.67935180664062,163.94666036414364,162.25372630855222,163.3526447044582,41949600,AAPL
2023-04-25,162.13490295410156,164.64953661232676,162.09529385976796,163.54072367407858,48714100,AAPL
2023-04-26,162.125,163.6298284131595,161.1745931859106,161.43199188421733,45498800,AAPL
2023-04-27,166.72857666015625,166.8770729984066,163.54072434320634,163.54072434320634,64902300,AAPL
2023-04-28,167.9859161376953,168.1542321598927,166.2038993325892,166.80780972743617,55209200,AAPL
2023-05-01,167.89678955078125,168.74820381228082,166.9562774855819,167.58988704485296,52472900,AAPL
2023-05-02,166.85728454589844,168.6492261368123,165.86726857821876,168.3918123170909,48425700,AAPL
2023-05-03,165.77818298339844,169.21353985292495,165.4910849784499,167.80771888799373,65136000,AAPL
2023-05-04,164.1347198486328,165.37223965151196,162.6695006318279,163.243711633137,81235400,AAPL
2023-05-05,171.8370819091797,172.55978934902075,169.0551242996228,169.27292902501793,113316400,AAPL
2023-05-08,171.7677459716797,172.1142575536809,170.3916245765101,170.7579255984111,55962800,AAPL
2023-05-09,170.05503845214844,171.80735575023974,169.8867375588741,171.32225761857964,45326900,AAPL
2023-05-10,171.82717895507812,172.29248769554175,170.1837487273319,171.29257694818676,53724500,AAPL
2023-05-11,172.0152587890625,172.8468685009711,170.45103188917147,172.11426641943214,49514700,AAPL
2023-05-12,171.0833740234375,172.5605284867848,169.52689179090092,172.1243165202818,45497800,AAPL
2023-05-15,170.5876922607422,171.71787100649163,169.99285497252012,171.6682987112497,37266700,AAPL
2023-05-16,170.5876922607422,171.64846676768477,170.3200139683082,170.5083796138232,42110300,AAPL
